表	226152	2652
膘	226153	2653
骠	226161	2661
婊	226162	2662
彪	226174	2674
鳔	226193	2693
播	226321	2621
卜	226322	2622
菠	226323	2623
剥	226331	2631
波	226332	2632
渤	226333	2633
膊	226341	2641
柏	226343	2643
钵	226351	2651
簸	226352	2652
勃	226353	2653
驳	226361	2661
鹁	226362	2662
啵	226363	2663
礴	226371	2671
搏	226372	2672
泊	226373	2673
博	226374	2674
亳	226381	2681
薄	226382	2682
伯	226383	2683
玻	226391	2691
拨	226392	2692
脖	226393	2693
舶	226394	2694
北	227122	2722
辈	227123	2723
贝	227131	2731
陂	227133	2733
鞴	227141	2741
焙	227142	2742
杯	227143	2743
钡	227151	2751
被	227152	2752
背	227153	2753
悖	227161	2761
鹎	227162	2762
呗	227163	2763
碑	227171	2771
狈	227172	2772
卑	227174	2774
蓓	227182	2782
倍	227183	2783
惫	227191	2791
悲	227192	2792
备	227194	2794
瘪	228122	2822
别	228131	2831
憋	228192	2892
鳖	228193	2893
蹩	228194	2894
捕	228221	2821
卜	228222	2822
部	228233	2833
不	228242	2842
布	228251	2851
补	228252	2852
簿	228253	2853
哺	228263	2863
醭	228272	2872
晡	228273	2873
埔	228281	2881
瓿	228291	2891
怖	228292	2892
埠	228293	2893
步	228294	2894
摈	229221	2921
宾	229222	2922
殡	229231	2931
滨	229232	2932
缤	229233	2933
髌	229241	2941
槟	229243	2943
镔	229251	2951
膑	229253	2953
鬓	229262	2962
濒	229273	2973
彬	229274	2974
傧	229283	2983
斌	229291	2991
摒	229321	2921
并	229322	2922
冰	229331	2931
邴	229333	2933
兵	229341	2941
丙	229342	2942
柄	229343	2943
秉	229351	2951
屏	229371	2971
病	229373	2973
饼	229374	2974
禀	229381	2981
蚌	229423	2923
泵	229432	2932
绷	229433	2933
嘣	229463	2963
崩	229474	2974
甏	229491	2991
甭	229493	2993
蹦	229494	2994
擦	232121	2221
嚓	232163	2263
礤	232171	2271
操	232321	2221
螬	232323	2223
漕	232332	2232
槽	232343	2243
糙	232361	2261
嘈	232363	2263
曹	232373	2273
草	232382	2282
艚	232394	2294
才	233121	2321
财	233122	2322
采	233123	2323
材	233143	2343
裁	233152	2352
睬	233161	2361
蔡	233163	2363
猜	233172	2372
彩	233174	2374
菜	233182	2382
踩	233194	2394
厕	233223	2323
测	233232	2332
策	233252	2352
册	233271	2371
侧	233283	2383
恻	233292	2392
凑	233322	2322
辏	233323	2323
楱	233343	2343
腠	233353	2353
涔	234132	2432
参	234174	2474
沧	234232	2432
苍	234281	2481
藏	234282	2482
仓	234283	2483
舱	234294	2494
赐	234322	2422
雌	234323	2423
刺	234331	2431
差	234341	2441
糍	234361	2461
鹚	234362	2462
磁	234371	2471
次	234372	2472
慈	234373	2473
祠	234374	2474
茨	234382	2482
瓷	234391	2491
辞	234392	2492
词	234393	2493
此	234394	2494
寸	235223	2523
村	235243	2543
皴	235271	2571
忖	235292	2592
存	235294	2594
蚕	235323	2523
残	235331	2531
灿	235342	2542
惭	235352	2552
粲	235361	2561
孱	235371	2571
参	235374	2574
璨	235391	2591
惨	235392	2592
餐	235393	2593
措	236321	2621
瘥	236322	2622
厝	236323	2623
挫	236333	2633
撮	236341	2641
搓	236342	2642
错	236351	2651
鹾	236353	2653
磋	236371	2671
矬	236374	2674
蹉	236394	2694
攒	237321	2721
爨	237342	2742
镩	237351	2751
篡	237352	2752
汆	237373	2773
窜	237392	2792
蹿	237394	2794
匆	237422	2722
淙	237432	2732
聪	237433	2733
丛	237442	2742
枞	237443	2743
骢	237461	2761
葱	237482	2782
从	237483	2783
囱	237491	2791
徂	238223	2823
殂	238231	2831
簇	238252	2852
粗	238261	2861
醋	238272	2872
卒	238274	2874
蔟	238282	2882
促	238283	2883
蹙	238294	2894
摧	238321	2821
瘁	238322	2822
淬	238332	2832
榱	238343	2843
衰	238352	2852
脆	238353	2853
粹	238361	2861
啐	238363	2863
崔	238374	2874
萃	238382	2882
催	238383	2883
璀	238391	2891
悴	238392	2892
翠	238393	2893
噌	239463	2963
层	239471	2971
曾	239473	2973
蹭	239494	2994
打	312121	3221
瘩	312122	3222
大	312131	3231
沓	312132	3232
鞑	312141	3241
答	312152	3252
妲	312162	3262
嗒	312163	3263
搭	312171	3271
囗	312191	3291
怛	312192	3292
达	312194	3294
捣	312321	3221
导	312323	3223
到	312331	3231
纛	312333	3233
祷	312341	3241
稻	312342	3242
刀	312352	3252
盗	312361	3261
叨	312363	3263
氘	312372	3272
岛	312374	3274
倒	312383	3283
蹈	312391	3291
悼	312392	3292
道	312394	3294
贷	313122	3322
待	313123	3323
歹	313131	3331
绐	313133	3333
戴	313141	3341
黛	313142	3342
带	313151	3351
袋	313152	3352
呆	313163	3363
岱	313174	3374
埭	313181	3381
代	313183	3383
玳	313191	3391
怠	313192	3392
甙	313193	3393
逮	313194	3394
的	313222	3322
德	313223	3323
得	313243	3343
锝	313251	3351
地	313281	3381
抖	313321	3321
痘	313322	3322
蚪	313323	3323
斗	313331	3331
兜	313332	3332
都	313333	3333
钭	313351	3351
篼	313352	3352
陡	313372	3372
蔸	313382	3382
窦	313392	3392
豆	313393	3393
逗	313394	3394
挡	314221	3421
党	314232	3432
档	314243	3443
铛	314251	3451
裆	314252	3452
砀	314271	3471
荡	314282	3482
当	314283	3483
谠	314293	3493
抵	314321	3421
的	314322	3422
迪	314323	3423
弟	314331	3431
滴	314332	3432
缔	314333	3433
底	314341	3441
堤	314342	3442
棣	314343	3443
帝	314351	3451
第	314352	3452
涤	314353	3453
睇	314361	3461
娣	314362	3462
嘀	314363	3463
砥	314371	3471
狄	314372	3472
籴	314373	3473
祗	314374	3474
地	314381	3481
蒂	314382	3482
低	314383	3483
敌	314391	3491
笛	314392	3492
谛	314393	3493
递	314394	3494
掂	315121	3521
典	315122	3522
垫	315123	3523
奠	315131	3531
淀	315132	3532
阽	315133	3533
店	315141	3541
点	315142	3542
钿	315151	3551
簟	315152	3552
碘	315153	3553
殿	315171	3571
靛	315172	3572
滇	315173	3573
巅	315174	3574
电	315181	3581
甸	315182	3582
佃	315183	3583
玷	315191	3591
惦	315192	3592
颠	315193	3593
踮	315194	3594
沌	315232	3532
炖	315242	3542
钝	315251	3551
盾	315261	3561
吨	315263	3563
礅	315271	3571
盹	315272	3572
囤	315273	3573
墩	315281	3581
敦	315291	3591
顿	315293	3593
蹲	315294	3594
担	315321	3521
单	315322	3522
蛋	315323	3523
殚	315331	3531
淡	315332	3532
耽	315333	3533
弹	315341	3541
丹	315342	3542
箪	315352	3552
胆	315353	3553
眈	315361	3561
啖	315363	3563
石	315371	3571
氮	315372	3572
旦	315373	3573
菪	315382	3582
但	315383	3583
惮	315392	3592
诞	315393	3593
掉	316121	3621
刁	316131	3631
叼	316141	3641
钓	316151	3651
吊	316163	3663
碉	316171	3671
调	316193	3693
雕	316194	3694
铥	316251	3651
丢	316271	3671
掇	316321	3621
舵	316323	3623
夺	316331	3631
沲	316332	3632
缍	316333	3633
度	316341	3641
朵	316343	3643
铎	316351	3651
裰	316352	3652
惰	316353	3653
哆	316363	3663
咄	316371	3671
躲	316374	3674
堕	316381	3681
跺	316383	3683
多	316392	3692
垛	316393	3693
踱	316394	3694
缎	317333	3733
煅	317342	3742
椴	317343	3743
断	317351	3751
簖	317352	3752
端	317353	3753
段	317371	3771
短	317374	3774
锻	317394	3794
冻	317422	3722
洞	317432	3732
东	317442	3742
栋	317443	3743
动	317453	3753
鸫	317462	3762
咚	317463	3763
硐	317471	3771
氡	317472	3772
峒	317474	3774
垌	317481	3781
董	317482	3782
侗	317483	3783
懂	317492	3792
冬	317494	3794
揲	318121	3821
蝶	318123	3823
爹	318133	3833
瓞	318141	3841
耋	318153	3853
喋	318163	3863
碟	318171	3871
堞	318181	3881
谍	318182	3882
迭	318192	3892
叠	318193	3893
跌	318194	3894
赌	318222	3822
蠹	318223	3823
渡	318232	3832
都	318233	3833
度	318241	3841
黩	318242	3842
杜	318243	3843
镀	318251	3851
笃	318252	3852
肚	318253	3853
毒	318261	3861
妒	318262	3862
嘟	318263	3863
牍	318271	3871
独	318272	3872
督	318274	3874
堵	318281	3881
芏	318282	3882
睹	318291	3891
读	318293	3893
兑	318322	3822
对	318323	3823
队	318333	3833
镦	318351	3851
碓	318371	3871
堆	318381	3881
敦	318391	3891
怼	318392	3892
嗲	319163	3963
定	319322	3922
订	319323	3923
鼎	319331	3931
耵	319333	3933
丁	319342	3942
钉	319351	3951
腚	319353	3953
盯	319361	3961
叮	319363	3963
碇	319371	3971
酊	319372	3972
町	319381	3981
仃	319383	3983
玎	319391	3991
顶	319393	3993
登	319422	3922
邓	319433	3933
戥	319441	3941
灯	319442	3942
凳	319451	3951
等	319452	3952
瞪	319461	3961
噔	319463	3963
磴	319471	3971
嶝	319474	3974
蹬	319494	3994
扼	323221	3321
愕	323222	3322
蛾	323223	3323
鳄	323231	3331
阿	323233	3333
峨	323241	3341
噩	323242	3342
鄂	323243	3343
锷	323251	3351
腭	323253	3353
娥	323261	3361
鹅	323262	3362
哦	323263	3363
屙	323271	3371
讹	323272	3372
饿	323274	3374
垩	323281	3381
萼	323282	3382
俄	323283	3383
恶	323292	3392
额	323293	3393
遏	323294	3394
诶	324393	3493
摁	326221	3621
嗯	326263	3663
蒽	326282	3682
恩	326292	3692
贰	327322	3722
而	327332	3732
耳	327333	3733
铒	327351	3751
鸸	327362	3762
儿	327371	3771
二	327373	3773
饵	327374	3774
珥	327391	3791
尔	327392	3792
鲕	327393	3793
迩	327394	3794
法	332132	3232
筏	332152	3252
阀	332161	3261
乏	332171	3271
罚	332174	3274
垡	332181	3281
伐	332183	3283
珐	332191	3291
发	332193	3293
缶	333333	3333
否	333363	3363
粪	334122	3422
忿	334123	3423
分	334131	3431
汾	334132	3432
纷	334133	3433
焚	334142	3442
棼	334143	3443
奋	334153	3453
粉	334161	3461
吩	334163	3463
氛	334172	3472
鼢	334174	3474
坟	334181	3481
芬	334182	3482
份	334183	3483
愤	334192	3492
鲼	334193	3493
防	334222	3422
方	334233	3433
房	334242	3442
枋	334243	3443
钫	334251	3451
肪	334253	3453
妨	334262	3462
纺	334274	3474
坊	334281	3481
芳	334282	3482
仿	334283	3483
放	334291	3491
访	334293	3493
舫	334294	3494
贩	335322	3522
帆	335323	3523
樊	335331	3531
泛	335332	3532
繁	335333	3533
翻	335341	3541
烦	335342	3542
梵	335343	3543
凡	335351	3551
矾	335371	3571
犯	335372	3572
饭	335374	3574
番	335381	3581
范	335382	3582
攵	335391	3591
反	335393	3593
返	335394	3594
佛	336383	3683
诽	337121	3721
费	337122	3722
蜚	337123	3723
飞	337131	3731
沸	337132	3732
非	337133	3733
废	337141	3741
扉	337142	3742
榧	337143	3743
镄	337151	3751
篚	337152	3752
肥	337153	3753
妃	337162	3762
啡	337163	3763
砩	337171	3771
狒	337172	3772
霏	337173	3773
吠	337174	3774
匪	337181	3781
菲	337182	3782
斐	337191	3791
悱	337192	3792
翡	337193	3793
肺	337194	3794
扶	338221	3821
负	338222	3822
辐	338223	3823
夫	338231	3831
浮	338232	3832
父	338233	3833
府	338241	3841
馥	338242	3842
桴	338243	3843
幅	338251	3851
符	338252	3852
服	338253	3853
麸	338261	3861
妇	338262	3862
咐	338263	3863
副	338271	3871
氟	338272	3872
腐	338273	3873
福	338274	3874
富	338281	3881
芙	338282	3882
付	338283	3883
敷	338291	3891
覆	338292	3892
甫	338293	3893
复	338294	3894
抚	339121	3921
腹	339122	3922
辅	339123	3923
孵	339131	3931
附	339133	3933
弗	339141	3941
拂	339142	3942
傅	339143	3943
斧	339151	3951
袱	339152	3952
肤	339153	3953
缚	339161	3961
蝠	339171	3971
伏	339172	3972
俯	339174	3974
俘	339183	3983
赋	339191	3991
脯	339192	3992
赴	339194	3994
冯	339422	3922
封	339423	3923
奉	339431	3931
沣	339432	3932
风	339433	3933
烽	339442	3942
枫	339443	3943
锋	339451	3951
疯	339452	3952
丰	339453	3953
蜂	339461	3961
唪	339463	3963
砜	339471	3971
缝	339473	3973
峰	339474	3974
葑	339482	3982
俸	339483	3983
凤	339491	3991
讽	339493	3993
逢	339494	3994
轧	412123	4223
夹	412131	4231
钆	412151	4251
嘎	412163	4263
旮	412173	4273
垓	412181	4281
尕	412192	4292
尬	412193	4293
搞	412321	4221
皋	412322	4222
缟	412333	4233
高	412341	4241
稿	412342	4242
槁	412343	4243
镐	412351	4251
篙	412352	4252
膏	412353	4253
糕	412361	4261
告	412363	4263
睾	412371	4271
杲	412373	4273
藁	412382	4282
诰	412393	4293
羔	412394	4294
赅	413122	4322
溉	413132	4332
陔	413133	4333
戤	413141	4341
丐	413142	4342
概	413143	4343
钙	413151	4351
盖	413161	4361
芥	413182	4382
改	413191	4391
该	413193	4393
搁	413221	4321
疙	413222	4322
蛤	413223	4323
割	413231	4331
隔	413233	4333
革	413241	4341
鬲	413242	4342
格	413243	4343
戈	413251	4351
袼	413252	4352
胳	413253	4353
阁	413261	4361
鸽	413262	4362
各	413263	4363
硌	413271	4371
歌	413272	4372
哥	413273	4373
圪	413281	4381
葛	413282	4382
个	413283	4383
颌	413293	4393
舸	413294	4394
购	413322	4322
勾	413323	4323
沟	413332	4332
缑	413333	4333
鞲	413341	4341
构	413343	4343
钩	413351	4351
篝	413352	4352
媾	413362	4362
彀	413371	4371
狗	413372	4372
岣	413374	4374
垢	413381	4381
苟	413382	4382
佝	413383	4383
够	413392	4392
诟	413393	4393
遘	413394	4394
艮	414141	4441
亘	414142	4442
根	414143	4443
哏	414163	4463
茛	414182	4482
跟	414194	4494
刚	414231	4431
港	414232	4432
纲	414233	4433
缸	414241	4441
杠	414243	4443
钢	414251	4451
筻	414252	4452
肛	414253	4453
岗	414274	4474
冈	414281	4481
戆	414292	4492
辊	415223	4523
滚	415232	4532
绲	415233	4533
棍	415243	4543
磙	415271	4571
衮	415281	4581
鲧	415293	4593
擀	415321	4521
赣	415322	4522
甘	415323	4523
泔	415332	4532
绀	415333	4533
干	415341	4541
秆	415342	4542
杆	415343	4543
竿	415352	4552
肝	415353	4553
柑	415363	4563
矸	415371	4571
酐	415372	4572
旰	415373	4573
坩	415381	4581
苷	415382	4582
橄	415383	4583
敢	415391	4591
感	415392	4592
尴	415393	4593
赶	415394	4594
掴	416321	4621
馘	416322	4622
蝈	416323	4623
郭	416333	4633
果	416343	4643
锅	416351	4651
裹	416352	4652
呙	416363	4663
猓	416372	4672
崞	416374	4674
埚	416381	4681
国	416391	4691
过	416394	4694
给	417133	4733
光	417232	4732
广	417241	4741
桄	417243	4743
胱	417253	4753
咣	417263	4763
犷	417272	4772
逛	417294	4794
掼	417321	4721
关	417322	4722
贯	417323	4723
灌	417332	4732
罐	417333	4733
棺	417343	4743
观	417351	4751
管	417352	4752
冠	417361	4761
鹳	417362	4762
官	417363	4763
馆	417374	4774
莞	417382	4782
倌	417383	4783
惯	417392	4792
鳏	417393	4793
拱	417421	4721
公	417422	4722
蚣	417423	4723
宫	417431	4731
汞	417432	4732
工	417441	4741
觥	417451	4751
功	417453	4753
巩	417461	4761
弓	417462	4762
贡	417471	4771
躬	417474	4774
共	417481	4781
供	417483	4783
攻	417491	4791
恭	417492	4792
雇	418221	4821
贾	418222	4822
蛄	418223	4823
固	418231	4831
沽	418232	4832
谷	418233	4833
骨	418241	4841
鼓	418242	4842
梏	418243	4843
锢	418251	4851
箍	418252	4852
股	418253	4853
蛊	418261	4861
姑	418262	4862
告	418263	4863
毂	418271	4871
酤	418272	4872
古	418273	4873
崮	418274	4874
咕	418281	4881
菇	418282	4882
估	418283	4883
故	418291	4891
辜	418292	4892
顾	418293	4893
孤	418294	4894
贵	418322	4822
轨	418323	4823
刽	418331	4831
匦	418333	4833
鬼	418341	4841
桂	418343	4843
规	418351	4851
簋	418352	4852
柜	418353	4853
闺	418361	4861
妫	418362	4862
硅	418371	4871
癸	418372	4872
炅	418373	4873
龟	418374	4874
圭	418381	4881
归	418383	4883
瑰	418391	4891
诡	418393	4893
跪	418394	4894
挂	419121	4921
寡	419122	4922
刮	419131	4931
瓜	419141	4941
栝	419143	4943
褂	419152	4952
胍	419153	4953
卦	419161	4961
鸹	419162	4962
呱	419163	4963
诖	419193	4993
拐	419321	4921
乖	419371	4971
怪	419392	4992
耿	419433	4933
庚	419441	4941
梗	419443	4943
耕	419453	4953
哽	419463	4963
更	419473	4973
埂	419481	4981
羹	419493	4993
蛤	422123	4223
铪	422151	4251
哈	422163	4263
皓	422322	4222
蚝	422323	4223
浩	422332	4232
郝	422333	4233
耗	422353	4253
毫	422361	4261
好	422362	4262
号	422363	4263
昊	422373	4273
豪	422374	4274
壕	422381	4281
蒿	422382	4282
嚎	422383	4283
颢	422393	4293
貉	422394	4294
害	423122	4322
海	423132	4332
骸	423141	4341
胲	423153	4353
骇	423161	4361
嗨	423163	4363
氦	423172	4372
亥	423181	4381
孩	423192	4392
还	423194	4394
呵	423221	4321
贺	423222	4322
赫	423223	4323
河	423232	4332
禾	423242	4342
核	423243	4343
褐	423252	4352
劾	423253	4353
盒	423261	4361
鹤	423262	4362
和	423263	4363
合	423271	4371
曷	423273	4373
壑	423281	4381
荷	423282	4382
何	423283	4383
喝	423292	4392
颌	423293	4393
貉	423294	4394
瘊	423322	4322
厚	423323	4323
骺	423341	4341
吼	423351	4351
篌	423352	4352
糇	423361	4361
侯	423362	4362
后	423363	4363
喉	423371	4371
猴	423372	4372
堠	423381	4381
候	423383	4383
鲎	423393	4393
逅	423394	4394
痕	424122	4422
很	424123	4423
狠	424172	4472
恨	424192	4492
行	424223	4423
夯	424231	4431
沆	424232	4432
绗	424233	4433
杭	424243	4443
吭	424263	4463
颃	424293	4493
航	424294	4494
混	425232	4532
魂	425241	4541
阍	425261	4561
婚	425262	4562
昏	425273	4573
馄	425274	4574
荤	425282	4582
珲	425291	4591
诨	425293	4593
浑	425294	4594
撼	425321	4521
寒	425322	4522
蚶	425323	4523
汗	425331	4531
汉	425332	4532
邯	425333	4533
焊	425342	4542
函	425352	4552
罕	425361	4561
悍	425362	4562
含	425363	4563
喊	425371	4571
酣	425372	4572
旱	425373	4573
捍	425374	4574
涵	425381	4581
菡	425382	4582
憨	425383	4583
韩	425391	4591
憾	425392	4592
翰	425393	4593
攉	426321	4621
货	426322	4622
蠖	426323	4623
劐	426331	4631
活	426332	4632
或	426341	4641
火	426342	4642
镬	426351	4651
豁	426352	4652
耠	426353	4653
和	426363	4663
霍	426373	4673
祸	426374	4674
获	426382	4682
伙	426383	4683
惑	426392	4692
黑	427142	4742
嘿	427163	4763
皇	427222	4722
蝗	427223	4723
煌	427231	4731
潢	427232	4732
隍	427233	4733
黄	427242	4742
凰	427251	4751
簧	427252	4752
肓	427253	4753
幌	427261	4761
恍	427262	4762
磺	427271	4771
晃	427273	4773
荒	427282	4782
惶	427283	4783
璜	427291	4791
慌	427292	4792
谎	427293	4793
遑	427294	4794
换	427321	4721
寰	427322	4722
奂	427331	4731
涣	427332	4732
缓	427333	4733
焕	427342	4742
锾	427351	4751
桓	427361	4761
宦	427362	4762
唤	427363	4763
欢	427372	4772
痪	427373	4773
萑	427382	4782
环	427391	4791
患	427392	4792
幻	427393	4793
还	427394	4794
宏	427422	4722
轰	427423	4723
洪	427432	4732
红	427433	4733
弘	427441	4741
烘	427442	4742
闳	427461	4761
鸿	427462	4762
哄	427463	4763
虹	427471	4771
薨	427482	4782
讧	427493	4793
护	428221	4821
冱	428222	4822
蝴	428223	4823
户	428231	4831
湖	428232	4832
唬	428233	4833
弧	428241	4841
互	428242	4842
槲	428243	4843
斛	428251	4851
笏	428252	4852
胡	428253	4853
糊	428261	4861
鹄	428262	4862
和	428263	4863
乎	428271	4871
狐	428272	4872
呼	428273	4873
壶	428274	4874
虎	428281	4881
葫	428282	4882
瑚	428291	4891
忽	428292	4892
沪	428293	4893
挥	428321	4821
贿	428322	4822
辉	428323	4823
慧	428331	4831
汇	428332	4832
绘	428333	4833
惠	428341	4841
灰	428342	4842
桧	428343	4843
诲	428351	4851
秽	428352	4852
麾	428361	4861
喙	428363	4863
毁	428371	4871
悔	428372	4872
晦	428373	4873
卉	428374	4874
徽	428381	4881
荟	428382	4882
会	428383	4883
回	428391	4891
恢	428392	4892
讳	428393	4893
划	429131	4931
滑	429132	4932
桦	429143	4943
铧	429151	4951
骅	429161	4961
哗	429163	4963
砉	429171	4971
猾	429172	4972
华	429174	4974
画	429181	4981
花	429182	4982
化	429183	4983
话	429193	4993
徊	429323	4923
淮	429332	4932
槐	429343	4943
坏	429381	4981
怀	429392	4992
踝	429394	4994
衡	429423	4923
横	429443	4943
哼	429463	4963
亨	429481	4981
蘅	429482	4982
珩	429491	4991
恒	429492	4992
挲	432121	4221
痧	432122	4222
厦	432123	4223
刹	432131	4231
沙	432132	4232
纱	432133	4233
煞	432142	4242
杀	432143	4243
铩	432151	4251
裟	432152	4252
啥	432163	4263
砂	432171	4271
歃	432172	4272
霎	432173	4273
莎	432182	4282
傻	432183	4283
鲨	432193	4293
捎	432321	4221
勺	432322	4222
蛸	432323	4223
潲	432332	4232
绍	432333	4233
鞘	432341	4241
烧	432342	4242
梢	432343	4243
筲	432352	4252
劭	432353	4253
哨	432363	4263
芍	432382	4282
稍	432391	4291
少	432392	4292
韶	432393	4293
艄	432394	4294
筛	433152	4352
酾	433172	4372
晒	433173	4373
摄	433221	4321
赊	433222	4322
射	433223	4323
奢	433231	4331
涉	433232	4332
麝	433253	4353
赦	433262	4362
蛇	433271	4371
猞	433272	4372
舌	433273	4373
社	433274	4374
畲	433281	4381
佘	433283	4383
舍	433291	4391
慑	433292	4392
设	433293	4393
手	433321	4321
守	433322	4322
寿	433323	4323
绶	433333	4333
瘦	433351	4351
兽	433353	4353
售	433363	4363
授	433371	4371
狩	433372	4372
首	433374	4374
收	433391	4391
受	433393	4393
艏	433394	4394
审	434122	4422
蜃	434123	4423
渗	434131	4431
深	434132	4432
绅	434133	4433
甚	434142	4442
椹	434143	4443
沈	434152	4452
肾	434153	4453
糁	434161	4461
婶	434162	4462
呻	434163	4463
砷	434171	4471
神	434172	4472
参	434173	4473
身	434174	4474
申	434181	4481
莘	434182	4482
什	434183	4483
慎	434192	4492
诜	434193	4493
伸	434194	4494
赏	434222	4422
殇	434231	4431
泷	434232	4432
绱	434233	4433
上	434242	4442
觞	434251	4451
裳	434252	4452
商	434263	4463
晌	434273	4473
墒	434281	4481
伤	434283	4483
尚	434292	4492
拾	434321	4421
实	434322	4422
释	434323	4423
失	434331	4431
湿	434332	4432
施	434333	4433
矢	434341	4441
事	434342	4442
柿	434343	4443
市	434351	4451
筮	434352	4452
势	434353	4453
驶	434361	4461
始	434362	4462
史	434363	4463
石	434371	4471
狮	434372	4472
是	434373	4473
十	434374	4474
埘	434381	4481
蓍	434382	4482
使	434383	4483
世	434391	4491
恃	434392	4492
式	434393	4493
适	434394	4494
瞬	435261	4561
吮	435263	4563
顺	435293	4593
舜	435294	4594
擅	435321	4521
赡	435322	4522
蟮	435323	4523
删	435331	4531
汕	435332	4532
陕	435333	4533
扇	435342	4542
杉	435343	4543
钐	435351	4551
衫	435352	4552
膳	435353	4553
闪	435361	4561
姗	435362	4562
善	435363	4563
栅	435371	4571
山	435374	4574
埏	435381	4581
苫	435382	4582
珊	435391	4591
煽	435392	4592
讪	435393	4593
跚	435394	4594
搠	436321	4621
烁	436342	4642
槊	436343	4643
铄	436351	4651
朔	436353	4653
妁	436362	4662
硕	436371	4671
蒴	436382	4682
数	436391	4691
说	436393	4693
爽	437231	4731
孀	437262	4762
霜	437273	4773
双	437293	4793
拴	437321	4721
涮	437332	4732
栓	437343	4743
闩	437361	4761
蚀	437422	4722
试	437423	4723
屎	437432	4732
示	437433	4733
诗	437441	4741
侍	437442	4742
时	437451	4751
匙	437452	4752
师	437453	4753
室	437462	4762
嗜	437463	4763
视	437471	4771
士	437472	4772
识	437473	4773
氏	437474	4774
尸	437481	4781
拭	437482	4782
什	437483	4783
食	437491	4791
逝	437492	4792
誓	437493	4793
饰	437494	4794
抒	438221	4821
赎	438222	4822
输	438223	4823
殊	438231	4831
淑	438232	4832
纾	438233	4833
庶	438241	4841
熟	438242	4842
术	438243	4843
竖	438253	4853
